p,q1,q2,q3,dipole,nmr
3.405,443.594736,352.699818,171.562192,1043.41,0.932175
3.406,443.725053,352.803481,171.612453,1043.72,0.932449
3.407,443.855371,352.907143,171.662714,1044.02,0.932722
3.408,443.985688,353.010806,171.712976,1044.33,0.932996
3.409,444.116005,353.114469,171.763237,1044.64,0.93327
3.41,444.246323,353.218131,171.813498,1044.94,0.933544
3.411,444.37664,353.321794,171.863759,1045.25,0.933818
3.412,444.506958,353.425456,171.914021,1045.55,0.934091
3.413,444.637275,353.529119,171.964282,1045.86,0.934365
3.414,444.767593,353.632781,172.014543,1046.17,0.934639
3.415,444.89791,353.736444,172.064804,1046.47,0.934913
3.416,445.028227,353.840106,172.115065,1046.78,0.935186
3.417,445.158545,353.943769,172.165327,1047.09,0.93546
3.418,445.288862,354.047432,172.215588,1047.39,0.935734
3.419,445.41918,354.151094,172.265849,1047.7,0.936008
3.42,445.549497,354.254757,172.31611,1048.01,0.936281
3.421,445.679815,354.358419,172.366372,1048.31,0.936555
3.422,445.810132,354.462082,172.416633,1048.62,0.936829
3.423,445.940449,354.565744,172.466894,1048.92,0.937103
3.424,446.070767,354.669407,172.517155,1049.23,0.937376
3.425,446.201084,354.77307,172.567417,1049.54,0.93765
3.426,446.331402,354.876732,172.617678,1049.84,0.937924
3.427,446.461719,354.980395,172.667939,1050.15,0.938198
3.428,446.592037,355.084057,172.7182,1050.46,0.938472
3.429,446.722354,355.18772,172.768462,1050.76,0.938745
3.43,446.852671,355.291382,172.818723,1051.07,0.939019
3.431,446.982989,355.395045,172.868984,1051.38,0.939293
3.432,447.113306,355.498708,172.919245,1051.68,0.939567
3.433,447.243624,355.60237,172.969506,1051.99,0.93984
3.434,447.373941,355.706033,173.019768,1052.29,0.940114
3.435,447.504258,355.809695,173.070029,1052.6,0.940388
3.436,447.634576,355.913358,173.12029,1052.91,0.940662
3.437,447.764893,356.01702,173.170551,1053.21,0.940935
3.438,447.895211,356.120683,173.220813,1053.52,0.941209
3.439,448.025528,356.224346,173.271074,1053.83,0.941483
3.44,448.155846,356.328008,173.321335,1054.13,0.941757
3.441,448.286163,356.431671,173.371596,1054.44,0.942031
3.442,448.41648,356.535333,173.421858,1054.75,0.942304
3.443,448.546798,356.638996,173.472119,1055.05,0.942578
3.444,448.677115,356.742658,173.52238,1055.36,0.942852
3.445,448.807433,356.846321,173.572641,1055.67,0.943126
3.446,448.93775,356.949984,173.622903,1055.97,0.943399
3.447,449.068068,357.053646,173.673164,1056.28,0.943673
3.448,449.198385,357.157309,173.723425,1056.58,0.943947
3.449,449.328702,357.260971,173.773686,1056.89,0.944221
3.45,449.45902,357.364634,173.823948,1057.2,0.944494
3.451,449.589337,357.468296,173.874209,1057.5,0.944768
3.452,449.719655,357.571959,173.92447,1057.81,0.945042
3.453,449.849972,357.675622,173.974731,1058.12,0.945316
3.454,449.98029,357.779284,174.024993,1058.42,0.945589
3.455,450.110607,357.882947,174.075254,1058.73,0.945863
3.456,450.240924,357.986609,174.125515,1059.04,0.946137
3.457,450.371242,358.090272,174.175776,1059.34,0.946411
3.458,450.501559,358.193934,174.226038,1059.65,0.946685
3.459,450.631877,358.297597,174.276299,1059.96,0.946958
3.46,450.762194,358.401259,174.32656,1060.26,0.947232
3.461,450.892512,358.504922,174.376821,1060.57,0.947506
3.462,451.022829,358.608585,174.427083,1060.88,0.94778
3.463,451.153146,358.712247,174.477344,1061.18,0.948053
3.464,451.283464,358.81591,174.527605,1061.49,0.948327
3.465,451.413781,358.919572,174.577866,1061.79,0.948601
3.466,451.544099,359.023235,174.628128,1062.1,0.948875
3.467,451.674416,359.126897,174.678389,1062.41,0.949148
3.468,451.804734,359.23056,174.72865,1062.71,0.949422
3.469,451.935051,359.334223,174.778911,1063.02,0.949696
3.47,452.065368,359.437885,174.829173,1063.33,0.94997
3.471,452.195686,359.541548,174.879434,1063.63,0.950244
3.472,452.326003,359.64521,174.929695,1063.94,0.950517
3.473,452.456321,359.748873,174.979956,1064.25,0.950791
3.474,452.586638,359.852535,175.030218,1064.55,0.951065
3.475,452.716956,359.956198,175.080479,1064.86,0.951339
3.476,452.847273,360.059861,175.13074,1065.17,0.951612
3.477,452.97759,360.163523,175.181001,1065.47,0.951886
3.478,453.107908,360.267186,175.231263,1065.78,0.95216
3.479,453.238225,360.370848,175.281524,1066.09,0.952434
3.48,453.368543,360.474511,175.331785,1066.39,0.952707
3.481,453.49886,360.578173,175.382046,1066.7,0.952981
3.482,453.629178,360.681836,175.432308,1067.01,0.953255
3.483,453.759495,360.785499,175.482569,1067.31,0.953529
3.484,453.889812,360.889161,175.53283,1067.62,0.953802
3.485,454.02013,360.992824,175.583091,1067.92,0.954076
3.486,454.150447,361.096486,175.633353,1068.23,0.95435
3.487,454.280765,361.200149,175.683614,1068.54,0.954624
3.488,454.411082,361.303811,175.733875,1068.84,0.954898
3.489,454.5414,361.407474,175.784136,1069.15,0.955171
3.49,454.671717,361.511137,175.834398,1069.46,0.955445
3.491,454.802034,361.614799,175.884659,1069.76,0.955719
3.492,454.932352,361.718462,175.93492,1070.07,0.955993
3.493,455.062669,361.822124,175.985181,1070.38,0.956266
3.494,455.192987,361.925787,176.035443,1070.68,0.95654
3.495,455.323304,362.029449,176.085704,1070.99,0.956814
3.496,455.453622,362.133112,176.135965,1071.3,0.957088
3.497,455.583939,362.236774,176.186226,1071.6,0.957361
3.498,455.714256,362.340437,176.236488,1071.91,0.957635
3.499,455.844574,362.4441,176.286749,1072.22,0.957909
3.5,455.974891,362.547762,176.33701,1072.52,0.958183
3.501,456.105209,362.651425,176.387271,1072.83,0.958456
3.502,456.235526,362.755087,176.437533,1073.14,0.95873
3.503,456.365844,362.85875,176.487794,1073.44,0.959004
3.504,456.496161,362.962412,176.538055,1073.75,0.959278
3.505,456.626478,363.066075,176.588316,1074.06,0.959552
3.506,456.756796,363.169738,176.638578,1074.36,0.959825
3.507,456.887113,363.2734,176.688839,1074.67,0.960099
3.508,457.017431,363.377063,176.7391,1074.98,0.960373
3.509,457.147748,363.480725,176.789362,1075.28,0.960647
3.51,457.278065,363.584388,176.839623,1075.59,0.96092
3.511,457.408383,363.68805,176.889884,1075.9,0.961194
3.512,457.5387,363.791713,176.940145,1076.2,0.961468
3.513,457.669018,363.895376,176.990407,1076.51,0.961742
3.514,457.799335,363.999038,177.040668,1076.82,0.962015
3.515,457.929653,364.102701,177.090929,1077.12,0.962289
3.516,458.05997,364.206363,177.14119,1077.43,0.962563
3.517,458.190287,364.310026,177.191452,1077.74,0.962837
3.518,458.320605,364.413688,177.241713,1078.04,0.96311
3.519,458.450922,364.517351,177.291974,1078.35,0.963384
3.52,458.58124,364.621014,177.342235,1078.66,0.963658
3.521,458.711557,364.724676,177.392497,1078.96,0.963932
3.522,458.841875,364.828339,177.442758,1079.27,0.964206
3.523,458.972192,364.932001,177.493019,1079.58,0.964479
3.524,459.102509,365.035664,177.54328,1079.88,0.964753
3.525,459.232827,365.139326,177.593542,1080.19,0.965027
3.526,459.363144,365.242989,177.643803,1080.5,0.965301
3.527,459.493462,365.346652,177.694064,1080.8,0.965574
3.528,459.623779,365.450314,177.744326,1081.11,0.965848
3.529,459.754097,365.553977,177.794587,1081.42,0.966122
3.53,459.884414,365.657639,177.844848,1081.72,0.966396
3.531,460.014731,365.761302,177.895109,1082.03,0.966669
3.532,460.145049,365.864964,177.945371,1082.34,0.966943
3.533,460.275366,365.968627,177.995632,1082.64,0.967217
3.534,460.405684,366.072289,178.045893,1082.95,0.967491
3.535,460.536001,366.175952,178.096154,1083.26,0.967765
3.536,460.666319,366.279615,178.146416,1083.56,0.968038
3.537,460.796636,366.383277,178.196677,1083.87,0.968312
3.538,460.926953,366.48694,178.246938,1084.18,0.968586
3.539,461.057271,366.590602,178.297199,1084.48,0.96886
3.54,461.187588,366.694265,178.347461,1084.79,0.969133
3.541,461.317906,366.797927,178.397722,1085.1,0.969407
3.542,461.448223,366.90159,178.447983,1085.4,0.969681
3.543,461.578541,367.005253,178.498245,1085.71,0.969955
3.544,461.708858,367.108915,178.548506,1086.02,0.970228
3.545,461.839175,367.212578,178.598767,1086.32,0.970502
3.546,461.969493,367.31624,178.649028,1086.63,0.970776
3.547,462.09981,367.419903,178.69929,1086.94,0.97105
3.548,462.230128,367.523565,178.749551,1087.24,0.971323
3.549,462.360445,367.627228,178.799812,1087.55,0.971597
3.55,462.490763,367.730891,178.850073,1087.86,0.971871
3.551,462.62108,367.834553,178.900335,1088.17,0.972145
3.552,462.751397,367.938216,178.950596,1088.47,0.972419
3.553,462.881715,368.041878,179.000857,1088.78,0.972692
3.554,463.012032,368.145541,179.051119,1089.09,0.972966
3.555,463.14235,368.249203,179.10138,1089.39,0.97324
3.556,463.272667,368.352866,179.151641,1089.7,0.973514
3.557,463.402985,368.456529,179.201902,1090.01,0.973787
3.558,463.533302,368.560191,179.252164,1090.31,0.974061
3.559,463.663619,368.663854,179.302425,1090.62,0.974335
3.56,463.793937,368.767516,179.352686,1090.93,0.974609
3.561,463.924254,368.871179,179.402947,1091.23,0.974882
3.562,464.054572,368.974841,179.453209,1091.54,0.975156
3.563,464.184889,369.078504,179.50347,1091.85,0.97543
3.564,464.315207,369.182167,179.553731,1092.15,0.975704
3.565,464.445524,369.285829,179.603993,1092.46,0.975977
3.566,464.575841,369.389492,179.654254,1092.77,0.976251
3.567,464.706159,369.493154,179.704515,1093.07,0.976525
3.568,464.836476,369.596817,179.754776,1093.38,0.976799
3.569,464.966794,369.700479,179.805038,1093.69,0.977073
3.57,465.097111,369.804142,179.855299,1094.0,0.977346
3.571,465.227429,369.907804,179.90556,1094.3,0.97762
3.572,465.357746,370.011467,179.955821,1094.61,0.977894
3.573,465.488063,370.11513,180.006083,1094.92,0.978168
3.574,465.618381,370.218792,180.056344,1095.22,0.978441
3.575,465.748698,370.322455,180.106605,1095.53,0.978715
3.576,465.879016,370.426117,180.156867,1095.84,0.978989
3.577,466.009333,370.52978,180.207128,1096.14,0.979263
3.578,466.139651,370.633442,180.257389,1096.45,0.979536
3.579,466.269968,370.737105,180.30765,1096.76,0.97981
3.58,466.400285,370.840768,180.357912,1097.06,0.980084
3.581,466.530603,370.94443,180.408173,1097.37,0.980358
3.582,466.66092,371.048093,180.458434,1097.68,0.980631
3.583,466.791238,371.151755,180.508696,1097.99,0.980905
3.584,466.921555,371.255418,180.558957,1098.29,0.981179
3.585,467.051872,371.35908,180.609218,1098.6,0.981453
3.586,467.18219,371.462743,180.659479,1098.91,0.981726
3.587,467.312507,371.566406,180.709741,1099.21,0.982
3.588,467.442825,371.670068,180.760002,1099.52,0.982274
3.589,467.573142,371.773731,180.810263,1099.83,0.982548
3.59,467.70346,371.877393,180.860524,1100.13,0.982822
3.591,467.833777,371.981056,180.910786,1100.44,0.983095
3.592,467.964094,372.084718,180.961047,1100.75,0.983369
3.593,468.094412,372.188381,181.011308,1101.06,0.983643
3.594,468.224729,372.292044,181.06157,1101.36,0.983917
3.595,468.355047,372.395706,181.111831,1101.67,0.98419
3.596,468.485364,372.499369,181.162092,1101.98,0.984464
3.597,468.615682,372.603031,181.212353,1102.28,0.984738
3.598,468.745999,372.706694,181.262615,1102.59,0.985012
3.599,468.876316,372.810356,181.312876,1102.9,0.985285
3.6,469.006634,372.914019,181.363137,1103.2,0.985559
3.601,469.136951,373.017682,181.413399,1103.51,0.985833
3.602,469.267269,373.121344,181.46366,1103.82,0.986107
3.603,469.397586,373.225007,181.513921,1104.13,0.98638
3.604,469.527904,373.328669,181.564182,1104.43,0.986654
3.605,469.658221,373.432332,181.614444,1104.74,0.986928
3.606,469.788538,373.535994,181.664705,1105.05,0.987202
3.607,469.918856,373.639657,181.714966,1105.35,0.987476
3.608,470.049173,373.74332,181.765228,1105.66,0.987749
3.609,470.179491,373.846982,181.815489,1105.97,0.988023
3.61,470.309808,373.950645,181.86575,1106.28,0.988297
3.611,470.440126,374.054307,181.916011,1106.58,0.988571
3.612,470.570443,374.15797,181.966273,1106.89,0.988844
3.613,470.70076,374.261632,182.016534,1107.2,0.989118
3.614,470.831078,374.365295,182.066795,1107.5,0.989392
3.615,470.961395,374.468957,182.117057,1107.81,0.989666
3.616,471.091713,374.57262,182.167318,1108.12,0.989939
3.617,471.22203,374.676283,182.217579,1108.43,0.990213
3.618,471.352348,374.779945,182.26784,1108.73,0.990487
3.619,471.482665,374.883608,182.318102,1109.04,0.990761
3.62,471.612982,374.98727,182.368363,1109.35,0.991034
3.621,471.7433,375.090933,182.418624,1109.65,0.991308
3.622,471.873617,375.194595,182.468886,1109.96,0.991582
3.623,472.003935,375.298258,182.519147,1110.27,0.991856
3.624,472.134252,375.401921,182.569408,1110.58,0.99213
3.625,472.26457,375.505583,182.619669,1110.88,0.992403
3.626,472.394887,375.609246,182.669931,1111.19,0.992677
3.627,472.525204,375.712908,182.720192,1111.5,0.992951
3.628,472.655522,375.816571,182.770453,1111.8,0.993225
3.629,472.785839,375.920233,182.820715,1112.11,0.993498
3.63,472.916157,376.023896,182.870976,1112.42,0.993772
3.631,473.046474,376.127559,182.921237,1112.73,0.994046
3.632,473.176792,376.231221,182.971499,1113.03,0.99432
3.633,473.307109,376.334884,183.02176,1113.34,0.994593
3.634,473.437426,376.438546,183.072021,1113.65,0.994867
3.635,473.567744,376.542209,183.122282,1113.95,0.995141
3.636,473.698061,376.645871,183.172544,1114.26,0.995415
3.637,473.828379,376.749534,183.222805,1114.57,0.995688
3.638,473.958696,376.853197,183.273066,1114.88,0.995962
3.639,474.089014,376.956859,183.323328,1115.18,0.996236
3.64,474.219331,377.060522,183.373589,1115.49,0.99651
3.641,474.349648,377.164184,183.42385,1115.8,0.996783
3.642,474.479966,377.267847,183.474111,1116.11,0.997057
3.643,474.610283,377.371509,183.524373,1116.41,0.997331
3.644,474.740601,377.475172,183.574634,1116.72,0.997605
3.645,474.870918,377.578835,183.624895,1117.03,0.997879
3.646,475.001236,377.682497,183.675157,1117.34,0.998152
3.647,475.131553,377.78616,183.725418,1117.64,0.998426
3.648,475.26187,377.889822,183.775679,1117.95,0.9987
3.649,475.392188,377.993485,183.825941,1118.26,0.998974
3.65,475.522505,378.097147,183.876202,1118.56,0.999247
3.651,475.652823,378.20081,183.926463,1118.87,0.999521
3.652,475.78314,378.304472,183.976724,1119.18,0.999795
3.653,475.913457,378.408135,184.026986,1119.49,1.00007
3.654,476.043775,378.511798,184.077247,1119.79,1.00034
3.655,476.174092,378.61546,184.127508,1120.1,1.00062
3.656,476.30441,378.719123,184.17777,1120.41,1.00089
3.657,476.434727,378.822785,184.228031,1120.72,1.00116
3.658,476.565045,378.926448,184.278292,1121.02,1.00144
3.659,476.695362,379.03011,184.328553,1121.33,1.00171
3.66,476.825679,379.133773,184.378815,1121.64,1.00198
3.661,476.955997,379.237436,184.429076,1121.95,1.00226
3.662,477.086314,379.341098,184.479337,1122.25,1.00253
3.663,477.216632,379.444761,184.529599,1122.56,1.00281
3.664,477.346949,379.548423,184.57986,1122.87,1.00308
3.665,477.477267,379.652086,184.630121,1123.18,1.00335
3.666,477.607584,379.755748,184.680383,1123.48,1.00363
3.667,477.737901,379.859411,184.730644,1123.79,1.0039
3.668,477.868219,379.963074,184.780905,1124.1,1.00418
3.669,477.998536,380.066736,184.831166,1124.41,1.00445
3.67,478.128854,380.170399,184.881428,1124.71,1.00472
3.671,478.259171,380.274061,184.931689,1125.02,1.005
3.672,478.389489,380.377724,184.98195,1125.33,1.00527
3.673,478.519806,380.481386,185.032212,1125.64,1.00554
3.674,478.650123,380.585049,185.082473,1125.94,1.00582
3.675,478.780441,380.688712,185.132734,1126.25,1.00609
3.676,478.910758,380.792374,185.182996,1126.56,1.00637
3.677,479.041076,380.896037,185.233257,1126.87,1.00664
3.678,479.171393,380.999699,185.283518,1127.17,1.00691
3.679,479.301711,381.103362,185.333779,1127.48,1.00719
3.68,479.432028,381.207024,185.384041,1127.79,1.00746
3.681,479.562345,381.310687,185.434302,1128.1,1.00773
3.682,479.692663,381.41435,185.484563,1128.4,1.00801
3.683,479.82298,381.518012,185.534825,1128.71,1.00828
3.684,479.953298,381.621675,185.585086,1129.02,1.00856
3.685,480.083615,381.725337,185.635347,1129.33,1.00883
3.686,480.213933,381.829,185.685609,1129.63,1.0091
3.687,480.34425,381.932662,185.73587,1129.94,1.00938
3.688,480.474567,382.036325,185.786131,1130.25,1.00965
3.689,480.604885,382.139987,185.836393,1130.56,1.00992
3.69,480.735202,382.24365,185.886654,1130.86,1.0102
3.691,480.86552,382.347313,185.936915,1131.17,1.01047
3.692,480.995837,382.450975,185.987176,1131.48,1.01075
3.693,481.126155,382.554638,186.037438,1131.79,1.01102
3.694,481.256472,382.6583,186.087699,1132.09,1.01129
3.695,481.386789,382.761963,186.13796,1132.4,1.01157
3.696,481.517107,382.865625,186.188222,1132.71,1.01184
3.697,481.647424,382.969288,186.238483,1133.02,1.01211
3.698,481.777742,383.072951,186.288744,1133.33,1.01239
3.699,481.908059,383.176613,186.339006,1133.63,1.01266
3.7,482.038377,383.280276,186.389267,1133.94,1.01294
3.701,482.168694,383.383938,186.439528,1134.25,1.01321
3.702,482.299011,383.487601,186.48979,1134.56,1.01348
3.703,482.429329,383.591263,186.540051,1134.86,1.01376
3.704,482.559646,383.694926,186.590312,1135.17,1.01403
3.705,482.689964,383.798589,186.640573,1135.48,1.0143
3.706,482.820281,383.902251,186.690835,1135.79,1.01458
3.707,482.950599,384.005914,186.741096,1136.1,1.01485
3.708,483.080916,384.109576,186.791357,1136.4,1.01513
3.709,483.211233,384.213239,186.841619,1136.71,1.0154
3.71,483.341551,384.316901,186.89188,1137.02,1.01567
3.711,483.471868,384.420564,186.942141,1137.33,1.01595
3.712,483.602186,384.524227,186.992403,1137.63,1.01622
3.713,483.732503,384.627889,187.042664,1137.94,1.01649
3.714,483.862821,384.731552,187.092925,1138.25,1.01677
3.715,483.993138,384.835214,187.143187,1138.56,1.01704
3.716,484.123455,384.938877,187.193448,1138.87,1.01732
3.717,484.253773,385.042539,187.243709,1139.17,1.01759
3.718,484.38409,385.146202,187.29397,1139.48,1.01786
3.719,484.514408,385.249865,187.344232,1139.79,1.01814
3.72,484.644725,385.353527,187.394493,1140.1,1.01841
3.721,484.775043,385.45719,187.444754,1140.4,1.01868
3.722,484.90536,385.560852,187.495016,1140.71,1.01896
3.723,485.035677,385.664515,187.545277,1141.02,1.01923
3.724,485.165995,385.768177,187.595538,1141.33,1.01951
3.725,485.296312,385.87184,187.6458,1141.64,1.01978
3.726,485.42663,385.975503,187.696061,1141.94,1.02005
3.727,485.556947,386.079165,187.746322,1142.25,1.02033
3.728,485.687264,386.182828,187.796584,1142.56,1.0206
3.729,485.817582,386.28649,187.846845,1142.87,1.02087
3.73,485.947899,386.390153,187.897106,1143.18,1.02115
3.731,486.078217,386.493815,187.947368,1143.48,1.02142
3.732,486.208534,386.597478,187.997629,1143.79,1.0217
3.733,486.338852,386.70114,188.04789,1144.1,1.02197
3.734,486.469169,386.804803,188.098151,1144.41,1.02225
3.735,486.599486,386.908466,188.148413,1144.72,1.02252
3.736,486.729804,387.012128,188.198674,1145.03,1.02279
3.737,486.860121,387.115791,188.248935,1145.33,1.02307
3.738,486.990439,387.219453,188.299197,1145.64,1.02334
3.739,487.120756,387.323116,188.349458,1145.95,1.02361
3.74,487.251074,387.426778,188.399719,1146.26,1.02389
3.741,487.381391,387.530441,188.449981,1146.57,1.02416
3.742,487.511708,387.634104,188.500242,1146.88,1.02444
3.743,487.642026,387.737766,188.550503,1147.18,1.02471
3.744,487.772343,387.841429,188.600765,1147.49,1.02498
3.745,487.902661,387.945091,188.651026,1147.8,1.02526
3.746,488.032978,388.048754,188.701287,1148.11,1.02553
3.747,488.163296,388.152416,188.751549,1148.42,1.0258
3.748,488.293613,388.256079,188.80181,1148.72,1.02608
3.749,488.42393,388.359742,188.852071,1149.03,1.02635
3.75,488.554248,388.463404,188.902333,1149.34,1.02663
3.751,488.684565,388.567067,188.952594,1149.65,1.0269
3.752,488.814883,388.670729,189.002855,1149.96,1.02717
3.753,488.9452,388.774392,189.053117,1150.26,1.02745
3.754,489.075518,388.878054,189.103378,1150.57,1.02772
3.755,489.205835,388.981717,189.153639,1150.88,1.02799
3.756,489.336152,389.08538,189.2039,1151.19,1.02827
3.757,489.46647,389.189042,189.254162,1151.5,1.02854
3.758,489.596787,389.292705,189.304423,1151.81,1.02882
3.759,489.727105,389.396367,189.354684,1152.11,1.02909
3.76,489.857422,389.50003,189.404946,1152.42,1.02936
3.761,489.98774,389.603692,189.455207,1152.73,1.02964
3.762,490.118057,389.707355,189.505468,1153.04,1.02991
3.763,490.248374,389.811018,189.55573,1153.35,1.03018
3.764,490.378692,389.91468,189.605991,1153.65,1.03046
3.765,490.509009,390.018343,189.656252,1153.96,1.03073
3.766,490.639327,390.122005,189.706514,1154.27,1.03101
3.767,490.769644,390.225668,189.756775,1154.58,1.03128
3.768,490.899962,390.32933,189.807036,1154.89,1.03155
3.769,491.030279,390.432993,189.857298,1155.2,1.03183
3.77,491.160596,390.536655,189.907559,1155.5,1.0321
3.771,491.290914,390.640318,189.95782,1155.81,1.03238
3.772,491.421231,390.743981,190.008082,1156.12,1.03265
3.773,491.551549,390.847643,190.058343,1156.43,1.03292
3.774,491.681866,390.951306,190.108604,1156.74,1.0332
3.775,491.812184,391.054968,190.158866,1157.05,1.03347
3.776,491.942501,391.158631,190.209127,1157.35,1.03374
3.777,492.072818,391.262293,190.259388,1157.66,1.03402
3.778,492.203136,391.365956,190.30965,1157.97,1.03429
3.779,492.333453,391.469619,190.359911,1158.28,1.03457
3.78,492.463771,391.573281,190.410172,1158.59,1.03484
3.781,492.594088,391.676944,190.460434,1158.9,1.03511
3.782,492.724406,391.780606,190.510695,1159.2,1.03539
3.783,492.854723,391.884269,190.560956,1159.51,1.03566
3.784,492.98504,391.987931,190.611218,1159.82,1.03593
3.785,493.115358,392.091594,190.661479,1160.13,1.03621
3.786,493.245675,392.195257,190.71174,1160.44,1.03648
3.787,493.375993,392.298919,190.762002,1160.75,1.03676
3.788,493.50631,392.402582,190.812263,1161.06,1.03703
3.789,493.636628,392.506244,190.862524,1161.36,1.0373
3.79,493.766945,392.609907,190.912785,1161.67,1.03758
3.791,493.897262,392.713569,190.963047,1161.98,1.03785
3.792,494.02758,392.817232,191.013308,1162.29,1.03812
3.793,494.157897,392.920895,191.063569,1162.6,1.0384
3.794,494.288215,393.024557,191.113831,1162.91,1.03867
3.795,494.418532,393.12822,191.164092,1163.22,1.03895
3.796,494.54885,393.231882,191.214353,1163.52,1.03922
3.797,494.679167,393.335545,191.264615,1163.83,1.03949
3.798,494.809484,393.439207,191.314876,1164.14,1.03977
3.799,494.939802,393.54287,191.365137,1164.45,1.04004
3.8,495.070119,393.646533,191.415399,1164.76,1.04031
3.801,495.200437,393.750195,191.46566,1165.07,1.04059
3.802,495.330754,393.853858,191.515921,1165.38,1.04086
3.803,495.461071,393.95752,191.566183,1165.68,1.04114
3.804,495.591389,394.061183,191.616444,1165.99,1.04141
3.805,495.721706,394.164845,191.666705,1166.3,1.04168
3.806,495.852024,394.268508,191.716967,1166.61,1.04196
3.807,495.982341,394.37217,191.767228,1166.92,1.04223
3.808,496.112659,394.475833,191.817489,1167.23,1.0425
3.809,496.242976,394.579496,191.867751,1167.54,1.04278
3.81,496.373293,394.683158,191.918012,1167.84,1.04305
3.811,496.503611,394.786821,191.968273,1168.15,1.04333
3.812,496.633928,394.890483,192.018535,1168.46,1.0436
3.813,496.764246,394.994146,192.068796,1168.77,1.04387
3.814,496.894563,395.097808,192.119057,1169.08,1.04415
3.815,497.024881,395.201471,192.169319,1169.39,1.04442
3.816,497.155198,395.305134,192.21958,1169.7,1.04469
3.817,497.285515,395.408796,192.269841,1170.01,1.04497
3.818,497.415833,395.512459,192.320103,1170.31,1.04524
3.819,497.54615,395.616121,192.370364,1170.62,1.04552
3.82,497.676468,395.719784,192.420625,1170.93,1.04579
3.821,497.806785,395.823446,192.470887,1171.24,1.04606
3.822,497.937103,395.927109,192.521148,1171.55,1.04634
3.823,498.06742,396.030772,192.571409,1171.86,1.04661
3.824,498.197737,396.134434,192.621671,1172.17,1.04688
3.825,498.328055,396.238097,192.671932,1172.48,1.04716
3.826,498.458372,396.341759,192.722193,1172.79,1.04743
3.827,498.58869,396.445422,192.772455,1173.09,1.04771
3.828,498.719007,396.549084,192.822716,1173.4,1.04798
3.829,498.849325,396.652747,192.872977,1173.71,1.04825
3.83,498.979642,396.75641,192.923239,1174.02,1.04853
3.831,499.109959,396.860072,192.9735,1174.33,1.0488
3.832,499.240277,396.963735,193.023761,1174.64,1.04907
3.833,499.370594,397.067397,193.074023,1174.95,1.04935
3.834,499.500912,397.17106,193.124284,1175.26,1.04962
3.835,499.631229,397.274722,193.174545,1175.57,1.0499
3.836,499.761547,397.378385,193.224807,1175.87,1.05017
3.837,499.891864,397.482048,193.275068,1176.18,1.05044
3.838,500.022181,397.58571,193.325329,1176.49,1.05072
3.839,500.152499,397.689373,193.375591,1176.8,1.05099
3.84,500.282816,397.793035,193.425852,1177.11,1.05126
3.841,500.413134,397.896698,193.476113,1177.42,1.05154
3.842,500.543451,398.00036,193.526375,1177.73,1.05181
3.843,500.673769,398.104023,193.576636,1178.04,1.05209
3.844,500.804086,398.207686,193.626897,1178.35,1.05236
3.845,500.934403,398.311348,193.677159,1178.66,1.05263
3.846,501.064721,398.415011,193.72742,1178.97,1.05291
3.847,501.195038,398.518673,193.777681,1179.27,1.05318
3.848,501.325356,398.622336,193.827943,1179.58,1.05345
3.849,501.455673,398.725998,193.878204,1179.89,1.05373
3.85,501.585991,398.829661,193.928466,1180.2,1.054
3.851,501.716308,398.933323,193.978727,1180.51,1.05428
3.852,501.846625,399.036986,194.028988,1180.82,1.05455
3.853,501.976943,399.140649,194.07925,1181.13,1.05482
3.854,502.10726,399.244311,194.129511,1181.44,1.0551
3.855,502.237578,399.347974,194.179772,1181.75,1.05537
3.856,502.367895,399.451636,194.230034,1182.06,1.05564
3.857,502.498213,399.555299,194.280295,1182.37,1.05592
3.858,502.62853,399.658961,194.330556,1182.68,1.05619
3.859,502.758847,399.762624,194.380818,1182.98,1.05647
3.86,502.889165,399.866287,194.431079,1183.29,1.05674
3.861,503.019482,399.969949,194.48134,1183.6,1.05701
3.862,503.1498,400.073612,194.531602,1183.91,1.05729
3.863,503.280117,400.177274,194.581863,1184.22,1.05756
3.864,503.410435,400.280937,194.632124,1184.53,1.05783
3.865,503.540752,400.384599,194.682386,1184.84,1.05811
3.866,503.671069,400.488262,194.732647,1185.15,1.05838
3.867,503.801387,400.591925,194.782908,1185.46,1.05866
3.868,503.931704,400.695587,194.83317,1185.77,1.05893
3.869,504.062022,400.79925,194.883431,1186.08,1.0592
3.87,504.192339,400.902912,194.933692,1186.39,1.05948
3.871,504.322657,401.006575,194.983954,1186.7,1.05975
3.872,504.452974,401.110237,195.034215,1187.01,1.06003
3.873,504.583291,401.2139,195.084476,1187.32,1.0603
3.874,504.713609,401.317563,195.134738,1187.62,1.06057
3.875,504.843926,401.421225,195.184999,1187.93,1.06085
3.876,504.974244,401.524888,195.23526,1188.24,1.06112
3.877,505.104561,401.62855,195.285522,1188.55,1.06139
3.878,505.234878,401.732213,195.335783,1188.86,1.06167
3.879,505.365196,401.835875,195.386044,1189.17,1.06194
3.88,505.495513,401.939538,195.436306,1189.48,1.06222
3.881,505.625831,402.043201,195.486567,1189.79,1.06249
3.882,505.756148,402.146863,195.536828,1190.1,1.06276
3.883,505.886466,402.250526,195.58709,1190.41,1.06304
3.884,506.016783,402.354188,195.637351,1190.72,1.06331
3.885,506.1471,402.457851,195.687613,1191.03,1.06358
3.886,506.277418,402.561513,195.737874,1191.34,1.06386
