p,HB,Q1,Q2,Q3,D
4.604,1507.43,950.267,1596.14,1050.25,1445.09
4.605,1507.77,950.473,1596.49,1050.48,1445.4
4.606,1508.1,950.679,1596.84,1050.7,1445.72
4.607,1508.44,950.886,1597.18,1050.93,1446.03
4.608,1508.77,951.092,1597.53,1051.16,1446.35
4.609,1509.11,951.299,1597.88,1051.39,1446.66
4.61,1509.44,951.505,1598.22,1051.62,1446.97
4.611,1509.78,951.711,1598.57,1051.84,1447.29
4.612,1510.11,951.918,1598.92,1052.07,1447.6
4.613,1510.45,952.124,1599.26,1052.3,1447.92
4.614,1510.78,952.331,1599.61,1052.53,1448.23
4.615,1511.12,952.537,1599.96,1052.76,1448.55
4.616,1511.45,952.743,1600.3,1052.98,1448.86
4.617,1511.79,952.95,1600.65,1053.21,1449.17
4.618,1512.12,953.156,1601.0,1053.44,1449.49
4.619,1512.46,953.363,1601.34,1053.67,1449.8
4.62,1512.79,953.569,1601.69,1053.9,1450.12
4.621,1513.13,953.775,1602.04,1054.13,1450.43
4.622,1513.46,953.982,1602.38,1054.35,1450.74
4.623,1513.79,954.188,1602.73,1054.58,1451.06
4.624,1514.13,954.395,1603.08,1054.81,1451.37
4.625,1514.46,954.601,1603.42,1055.04,1451.69
4.626,1514.8,954.807,1603.77,1055.27,1452.0
4.627,1515.13,955.014,1604.12,1055.49,1452.32
4.628,1515.47,955.22,1604.46,1055.72,1452.63
4.629,1515.8,955.427,1604.81,1055.95,1452.94
4.63,1516.14,955.633,1605.16,1056.18,1453.26
4.631,1516.47,955.839,1605.5,1056.41,1453.57
4.632,1516.81,956.046,1605.85,1056.63,1453.89
4.633,1517.14,956.252,1606.2,1056.86,1454.2
4.634,1517.48,956.459,1606.54,1057.09,1454.51
4.635,1517.81,956.665,1606.89,1057.32,1454.83
4.636,1518.15,956.871,1607.24,1057.55,1455.14
4.637,1518.48,957.078,1607.58,1057.77,1455.46
4.638,1518.82,957.284,1607.93,1058.0,1455.77
4.639,1519.15,957.491,1608.28,1058.23,1456.09
4.64,1519.49,957.697,1608.62,1058.46,1456.4
4.641,1519.82,957.903,1608.97,1058.69,1456.71
4.642,1520.16,958.11,1609.32,1058.92,1457.03
4.643,1520.49,958.316,1609.66,1059.14,1457.34
4.644,1520.83,958.523,1610.01,1059.37,1457.66
4.645,1521.16,958.729,1610.36,1059.6,1457.97
4.646,1521.5,958.935,1610.7,1059.83,1458.29
4.647,1521.83,959.142,1611.05,1060.06,1458.6
4.648,1522.17,959.348,1611.4,1060.28,1458.91
4.649,1522.5,959.555,1611.74,1060.51,1459.23
4.65,1522.84,959.761,1612.09,1060.74,1459.54
4.651,1523.17,959.967,1612.44,1060.97,1459.86
4.652,1523.51,960.174,1612.78,1061.2,1460.17
4.653,1523.84,960.38,1613.13,1061.42,1460.48
4.654,1524.18,960.587,1613.48,1061.65,1460.8
4.655,1524.51,960.793,1613.82,1061.88,1461.11
4.656,1524.85,960.999,1614.17,1062.11,1461.43
4.657,1525.18,961.206,1614.52,1062.34,1461.74
4.658,1525.52,961.412,1614.86,1062.57,1462.06
4.659,1525.85,961.619,1615.21,1062.79,1462.37
4.66,1526.19,961.825,1615.56,1063.02,1462.68
4.661,1526.52,962.031,1615.9,1063.25,1463.0
4.662,1526.86,962.238,1616.25,1063.48,1463.31
4.663,1527.19,962.444,1616.6,1063.71,1463.63
4.664,1527.53,962.651,1616.94,1063.93,1463.94
4.665,1527.86,962.857,1617.29,1064.16,1464.26
4.666,1528.2,963.063,1617.64,1064.39,1464.57
4.667,1528.53,963.27,1617.98,1064.62,1464.88
4.668,1528.87,963.476,1618.33,1064.85,1465.2
4.669,1529.2,963.683,1618.68,1065.07,1465.51
4.67,1529.54,963.889,1619.02,1065.3,1465.83
4.671,1529.87,964.095,1619.37,1065.53,1466.14
4.672,1530.21,964.302,1619.72,1065.76,1466.45
4.673,1530.54,964.508,1620.06,1065.99,1466.77
4.674,1530.88,964.715,1620.41,1066.22,1467.08
4.675,1531.22,964.921,1620.76,1066.44,1467.4
4.676,1531.55,965.127,1621.1,1066.67,1467.71
4.677,1531.89,965.334,1621.45,1066.9,1468.03
4.678,1532.22,965.54,1621.8,1067.13,1468.34
4.679,1532.56,965.747,1622.14,1067.36,1468.65
4.68,1532.89,965.953,1622.49,1067.58,1468.97
4.681,1533.23,966.159,1622.84,1067.81,1469.28
4.682,1533.56,966.366,1623.18,1068.04,1469.6
4.683,1533.9,966.572,1623.53,1068.27,1469.91
4.684,1534.23,966.779,1623.88,1068.5,1470.22
4.685,1534.57,966.985,1624.22,1068.72,1470.54
4.686,1534.9,967.191,1624.57,1068.95,1470.85
4.687,1535.24,967.398,1624.92,1069.18,1471.17
4.688,1535.57,967.604,1625.26,1069.41,1471.48
4.689,1535.91,967.811,1625.61,1069.64,1471.8
4.69,1536.24,968.017,1625.96,1069.87,1472.11
4.691,1536.58,968.223,1626.3,1070.09,1472.42
4.692,1536.91,968.43,1626.65,1070.32,1472.74
4.693,1537.25,968.636,1627.0,1070.55,1473.05
4.694,1537.58,968.843,1627.34,1070.78,1473.37
4.695,1537.92,969.049,1627.69,1071.01,1473.68
4.696,1538.26,969.255,1628.04,1071.23,1474.0
4.697,1538.59,969.462,1628.38,1071.46,1474.31
4.698,1538.93,969.668,1628.73,1071.69,1474.62
4.699,1539.26,969.875,1629.08,1071.92,1474.94
4.7,1539.6,970.081,1629.42,1072.15,1475.25
4.701,1539.93,970.287,1629.77,1072.37,1475.57
4.702,1540.27,970.494,1630.12,1072.6,1475.88
4.703,1540.6,970.7,1630.46,1072.83,1476.19
4.704,1540.94,970.907,1630.81,1073.06,1476.51
4.705,1541.27,971.113,1631.16,1073.29,1476.82
4.706,1541.61,971.319,1631.5,1073.51,1477.14
4.707,1541.94,971.526,1631.85,1073.74,1477.45
4.708,1542.28,971.732,1632.2,1073.97,1477.77
4.709,1542.61,971.939,1632.54,1074.2,1478.08
4.71,1542.95,972.145,1632.89,1074.43,1478.39
4.711,1543.29,972.351,1633.24,1074.66,1478.71
4.712,1543.62,972.558,1633.58,1074.88,1479.02
4.713,1543.96,972.764,1633.93,1075.11,1479.34
4.714,1544.29,972.971,1634.28,1075.34,1479.65
4.715,1544.63,973.177,1634.62,1075.57,1479.97
4.716,1544.96,973.383,1634.97,1075.8,1480.28
4.717,1545.3,973.59,1635.32,1076.02,1480.59
4.718,1545.63,973.796,1635.66,1076.25,1480.91
4.719,1545.97,974.003,1636.01,1076.48,1481.22
4.72,1546.3,974.209,1636.36,1076.71,1481.54
4.721,1546.64,974.415,1636.7,1076.94,1481.85
4.722,1546.97,974.622,1637.05,1077.16,1482.16
4.723,1547.31,974.828,1637.4,1077.39,1482.48
4.724,1547.65,975.035,1637.74,1077.62,1482.79
4.725,1547.98,975.241,1638.09,1077.85,1483.11
4.726,1548.32,975.447,1638.44,1078.08,1483.42
4.727,1548.65,975.654,1638.78,1078.31,1483.74
4.728,1548.99,975.86,1639.13,1078.53,1484.05
4.729,1549.32,976.067,1639.48,1078.76,1484.36
4.73,1549.66,976.273,1639.82,1078.99,1484.68
4.731,1549.99,976.479,1640.17,1079.22,1484.99
4.732,1550.33,976.686,1640.52,1079.45,1485.31
4.733,1550.67,976.892,1640.86,1079.67,1485.62
4.734,1551.0,977.099,1641.21,1079.9,1485.94
4.735,1551.34,977.305,1641.56,1080.13,1486.25
4.736,1551.67,977.511,1641.9,1080.36,1486.56
4.737,1552.01,977.718,1642.25,1080.59,1486.88
4.738,1552.34,977.924,1642.6,1080.81,1487.19
4.739,1552.68,978.131,1642.95,1081.04,1487.51
4.74,1553.01,978.337,1643.29,1081.27,1487.82
4.741,1553.35,978.543,1643.64,1081.5,1488.13
4.742,1553.69,978.75,1643.99,1081.73,1488.45
4.743,1554.02,978.956,1644.33,1081.96,1488.76
4.744,1554.36,979.163,1644.68,1082.18,1489.08
4.745,1554.69,979.369,1645.03,1082.41,1489.39
4.746,1555.03,979.575,1645.37,1082.64,1489.71
4.747,1555.36,979.782,1645.72,1082.87,1490.02
4.748,1555.7,979.988,1646.07,1083.1,1490.33
4.749,1556.03,980.195,1646.41,1083.32,1490.65
4.75,1556.37,980.401,1646.76,1083.55,1490.96
4.751,1556.71,980.607,1647.11,1083.78,1491.28
4.752,1557.04,980.814,1647.45,1084.01,1491.59
4.753,1557.38,981.02,1647.8,1084.24,1491.91
4.754,1557.71,981.227,1648.15,1084.46,1492.22
4.755,1558.05,981.433,1648.49,1084.69,1492.53
4.756,1558.38,981.639,1648.84,1084.92,1492.85
4.757,1558.72,981.846,1649.19,1085.15,1493.16
4.758,1559.06,982.052,1649.53,1085.38,1493.48
4.759,1559.39,982.259,1649.88,1085.61,1493.79
4.76,1559.73,982.465,1650.23,1085.83,1494.1
4.761,1560.07,982.671,1650.57,1086.06,1494.42
4.762,1560.4,982.878,1650.92,1086.29,1494.73
4.763,1560.74,983.084,1651.27,1086.52,1495.05
4.764,1561.07,983.291,1651.61,1086.75,1495.36
4.765,1561.41,983.497,1651.96,1086.97,1495.68
4.766,1561.75,983.703,1652.31,1087.2,1495.99
4.767,1562.08,983.91,1652.65,1087.43,1496.3
4.768,1562.42,984.116,1653.0,1087.66,1496.62
4.769,1562.75,984.323,1653.35,1087.89,1496.93
4.77,1563.09,984.529,1653.69,1088.11,1497.25
4.771,1563.42,984.735,1654.04,1088.34,1497.56
4.772,1563.76,984.942,1654.39,1088.57,1497.88
4.773,1564.1,985.148,1654.73,1088.8,1498.19
4.774,1564.43,985.355,1655.08,1089.03,1498.5
4.775,1564.77,985.561,1655.43,1089.25,1498.82
4.776,1565.1,985.767,1655.77,1089.48,1499.13
4.777,1565.44,985.974,1656.12,1089.71,1499.45
4.778,1565.77,986.18,1656.47,1089.94,1499.76
4.779,1566.11,986.387,1656.81,1090.17,1500.07
4.78,1566.45,986.593,1657.16,1090.4,1500.39
4.781,1566.78,986.799,1657.51,1090.62,1500.7
4.782,1567.12,987.006,1657.85,1090.85,1501.02
4.783,1567.45,987.212,1658.2,1091.08,1501.33
4.784,1567.79,987.419,1658.55,1091.31,1501.65
4.785,1568.13,987.625,1658.89,1091.54,1501.96
4.786,1568.46,987.831,1659.24,1091.76,1502.27
4.787,1568.8,988.038,1659.59,1091.99,1502.59
4.788,1569.13,988.244,1659.93,1092.22,1502.9
4.789,1569.47,988.451,1660.28,1092.45,1503.22
4.79,1569.8,988.657,1660.63,1092.68,1503.53
4.791,1570.14,988.863,1660.97,1092.9,1503.85
4.792,1570.48,989.07,1661.32,1093.13,1504.16
4.793,1570.81,989.276,1661.67,1093.36,1504.47
4.794,1571.15,989.483,1662.01,1093.59,1504.79
4.795,1571.48,989.689,1662.36,1093.82,1505.1
4.796,1571.82,989.895,1662.71,1094.05,1505.42
4.797,1572.16,990.102,1663.05,1094.27,1505.73
4.798,1572.49,990.308,1663.4,1094.5,1506.04
4.799,1572.83,990.515,1663.75,1094.73,1506.36
4.8,1573.16,990.721,1664.09,1094.96,1506.67
4.801,1573.5,990.927,1664.44,1095.19,1506.99
4.802,1573.84,991.134,1664.79,1095.41,1507.3
4.803,1574.17,991.34,1665.13,1095.64,1507.62
4.804,1574.51,991.547,1665.48,1095.87,1507.93
4.805,1574.84,991.753,1665.83,1096.1,1508.24
4.806,1575.18,991.959,1666.17,1096.33,1508.56
4.807,1575.52,992.166,1666.52,1096.55,1508.87
4.808,1575.85,992.372,1666.87,1096.78,1509.19
4.809,1576.19,992.579,1667.21,1097.01,1509.5
4.81,1576.52,992.785,1667.56,1097.24,1509.82
4.811,1576.86,992.991,1667.91,1097.47,1510.13
4.812,1577.2,993.198,1668.25,1097.7,1510.44
4.813,1577.53,993.404,1668.6,1097.92,1510.76
4.814,1577.87,993.611,1668.95,1098.15,1511.07
4.815,1578.2,993.817,1669.29,1098.38,1511.39
4.816,1578.54,994.023,1669.64,1098.61,1511.7
4.817,1578.88,994.23,1669.99,1098.84,1512.01
4.818,1579.21,994.436,1670.33,1099.06,1512.33
4.819,1579.55,994.643,1670.68,1099.29,1512.64
4.82,1579.88,994.849,1671.03,1099.52,1512.96
4.821,1580.22,995.055,1671.37,1099.75,1513.27
4.822,1580.56,995.262,1671.72,1099.98,1513.59
4.823,1580.89,995.468,1672.07,1100.2,1513.9
4.824,1581.23,995.675,1672.41,1100.43,1514.21
4.825,1581.56,995.881,1672.76,1100.66,1514.53
4.826,1581.9,996.087,1673.11,1100.89,1514.84
4.827,1582.24,996.294,1673.45,1101.12,1515.16
4.828,1582.57,996.5,1673.8,1101.35,1515.47
4.829,1582.91,996.707,1674.15,1101.57,1515.79
4.83,1583.25,996.913,1674.49,1101.8,1516.1
4.831,1583.58,997.119,1674.84,1102.03,1516.41
4.832,1583.92,997.326,1675.19,1102.26,1516.73
4.833,1584.25,997.532,1675.53,1102.49,1517.04
4.834,1584.59,997.739,1675.88,1102.71,1517.36
4.835,1584.93,997.945,1676.23,1102.94,1517.67
4.836,1585.26,998.151,1676.57,1103.17,1517.98
4.837,1585.6,998.358,1676.92,1103.4,1518.3
4.838,1585.93,998.564,1677.27,1103.63,1518.61
4.839,1586.27,998.771,1677.61,1103.85,1518.93
4.84,1586.61,998.977,1677.96,1104.08,1519.24
4.841,1586.94,999.183,1678.31,1104.31,1519.56
4.842,1587.28,999.39,1678.65,1104.54,1519.87
4.843,1587.62,999.596,1679.0,1104.77,1520.18
4.844,1587.95,999.803,1679.35,1104.99,1520.5
4.845,1588.29,1000.01,1679.69,1105.22,1520.81
4.846,1588.62,1000.22,1680.04,1105.45,1521.13
4.847,1588.96,1000.42,1680.39,1105.68,1521.44
4.848,1589.3,1000.63,1680.73,1105.91,1521.76
4.849,1589.63,1000.83,1681.08,1106.14,1522.07
4.85,1589.97,1001.04,1681.43,1106.36,1522.38
4.851,1590.31,1001.25,1681.77,1106.59,1522.7
4.852,1590.64,1001.45,1682.12,1106.82,1523.01
4.853,1590.98,1001.66,1682.47,1107.05,1523.33
4.854,1591.31,1001.87,1682.81,1107.28,1523.64
4.855,1591.65,1002.07,1683.16,1107.5,1523.95
4.856,1591.99,1002.28,1683.51,1107.73,1524.27
4.857,1592.32,1002.49,1683.85,1107.96,1524.58
4.858,1592.66,1002.69,1684.2,1108.19,1524.9
4.859,1593.0,1002.9,1684.55,1108.42,1525.21
4.86,1593.33,1003.11,1684.89,1108.64,1525.53
4.861,1593.67,1003.31,1685.24,1108.87,1525.84
4.862,1594.01,1003.52,1685.59,1109.1,1526.15
4.863,1594.34,1003.72,1685.93,1109.33,1526.47
4.864,1594.68,1003.93,1686.28,1109.56,1526.78
4.865,1595.01,1004.14,1686.63,1109.79,1527.1
4.866,1595.35,1004.34,1686.97,1110.01,1527.41
4.867,1595.69,1004.55,1687.32,1110.24,1527.73
4.868,1596.02,1004.76,1687.67,1110.47,1528.04
4.869,1596.36,1004.96,1688.01,1110.7,1528.35
4.87,1596.7,1005.17,1688.36,1110.93,1528.67
4.871,1597.03,1005.38,1688.71,1111.15,1528.98
4.872,1597.37,1005.58,1689.05,1111.38,1529.3
4.873,1597.71,1005.79,1689.4,1111.61,1529.61
4.874,1598.04,1005.99,1689.75,1111.84,1529.93
4.875,1598.38,1006.2,1690.09,1112.07,1530.24
4.876,1598.71,1006.41,1690.44,1112.29,1530.55
4.877,1599.05,1006.61,1690.79,1112.52,1530.87
4.878,1599.39,1006.82,1691.13,1112.75,1531.18
4.879,1599.72,1007.03,1691.48,1112.98,1531.5
4.88,1600.06,1007.23,1691.83,1113.21,1531.81
4.881,1600.4,1007.44,1692.17,1113.44,1532.12
4.882,1600.73,1007.65,1692.52,1113.66,1532.44
4.883,1601.07,1007.85,1692.87,1113.89,1532.75
4.884,1601.41,1008.06,1693.21,1114.12,1533.07
4.885,1601.74,1008.27,1693.56,1114.35,1533.38
4.886,1602.08,1008.47,1693.91,1114.58,1533.7
4.887,1602.42,1008.68,1694.25,1114.8,1534.01
4.888,1602.75,1008.88,1694.6,1115.03,1534.32
4.889,1603.09,1009.09,1694.95,1115.26,1534.64
4.89,1603.43,1009.3,1695.29,1115.49,1534.95
4.891,1603.76,1009.5,1695.64,1115.72,1535.27
4.892,1604.1,1009.71,1695.99,1115.94,1535.58
4.893,1604.44,1009.92,1696.33,1116.17,1535.9
4.894,1604.77,1010.12,1696.68,1116.4,1536.21
4.895,1605.11,1010.33,1697.03,1116.63,1536.52
4.896,1605.44,1010.54,1697.37,1116.86,1536.84
4.897,1605.78,1010.74,1697.72,1117.09,1537.15
4.898,1606.12,1010.95,1698.07,1117.31,1537.47
4.899,1606.45,1011.15,1698.41,1117.54,1537.78
4.9,1606.79,1011.36,1698.76,1117.77,1538.09
4.901,1607.13,1011.57,1699.11,1118.0,1538.41
4.902,1607.46,1011.77,1699.45,1118.23,1538.72
4.903,1607.8,1011.98,1699.8,1118.45,1539.04
4.904,1608.14,1012.19,1700.15,1118.68,1539.35
4.905,1608.47,1012.39,1700.49,1118.91,1539.67
4.906,1608.81,1012.6,1700.84,1119.14,1539.98
4.907,1609.15,1012.81,1701.19,1119.37,1540.29
4.908,1609.48,1013.01,1701.53,1119.59,1540.61
4.909,1609.82,1013.22,1701.88,1119.82,1540.92
4.91,1610.16,1013.43,1702.23,1120.05,1541.24
4.911,1610.49,1013.63,1702.58,1120.28,1541.55
4.912,1610.83,1013.84,1702.92,1120.51,1541.87
4.913,1611.17,1014.04,1703.27,1120.73,1542.18
4.914,1611.5,1014.25,1703.62,1120.96,1542.49
4.915,1611.84,1014.46,1703.96,1121.19,1542.81
4.916,1612.18,1014.66,1704.31,1121.42,1543.12
4.917,1612.51,1014.87,1704.66,1121.65,1543.44
4.918,1612.85,1015.08,1705.0,1121.88,1543.75
4.919,1613.19,1015.28,1705.35,1122.1,1544.07
4.92,1613.52,1015.49,1705.7,1122.33,1544.38
4.921,1613.86,1015.7,1706.04,1122.56,1544.69
4.922,1614.2,1015.9,1706.39,1122.79,1545.01
4.923,1614.53,1016.11,1706.74,1123.02,1545.32
4.924,1614.87,1016.31,1707.08,1123.24,1545.64
4.925,1615.21,1016.52,1707.43,1123.47,1545.95
4.926,1615.54,1016.73,1707.78,1123.7,1546.26
4.927,1615.88,1016.93,1708.12,1123.93,1546.58
4.928,1616.22,1017.14,1708.47,1124.16,1546.89
4.929,1616.55,1017.35,1708.82,1124.38,1547.21
4.93,1616.89,1017.55,1709.16,1124.61,1547.52
4.931,1617.23,1017.76,1709.51,1124.84,1547.84
4.932,1617.57,1017.97,1709.86,1125.07,1548.15
4.933,1617.9,1018.17,1710.2,1125.3,1548.46
4.934,1618.24,1018.38,1710.55,1125.53,1548.78
4.935,1618.58,1018.59,1710.9,1125.75,1549.09
4.936,1618.91,1018.79,1711.24,1125.98,1549.41
4.937,1619.25,1019.0,1711.59,1126.21,1549.72
4.938,1619.59,1019.2,1711.94,1126.44,1550.04
4.939,1619.92,1019.41,1712.28,1126.67,1550.35
4.94,1620.26,1019.62,1712.63,1126.89,1550.66
4.941,1620.6,1019.82,1712.98,1127.12,1550.98
4.942,1620.93,1020.03,1713.32,1127.35,1551.29
4.943,1621.27,1020.24,1713.67,1127.58,1551.61
4.944,1621.61,1020.44,1714.02,1127.81,1551.92
4.945,1621.94,1020.65,1714.36,1128.03,1552.24
4.946,1622.28,1020.86,1714.71,1128.26,1552.55
4.947,1622.62,1021.06,1715.06,1128.49,1552.86
4.948,1622.95,1021.27,1715.4,1128.72,1553.18
4.949,1623.29,1021.47,1715.75,1128.95,1553.49
4.95,1623.63,1021.68,1716.1,1129.18,1553.81
4.951,1623.97,1021.89,1716.44,1129.4,1554.12
4.952,1624.3,1022.09,1716.79,1129.63,1554.43
4.953,1624.64,1022.3,1717.14,1129.86,1554.75
4.954,1624.98,1022.51,1717.48,1130.09,1555.06
4.955,1625.31,1022.71,1717.83,1130.32,1555.38
4.956,1625.65,1022.92,1718.18,1130.54,1555.69
4.957,1625.99,1023.13,1718.52,1130.77,1556.01
4.958,1626.32,1023.33,1718.87,1131.0,1556.32
4.959,1626.66,1023.54,1719.22,1131.23,1556.63
4.96,1627.0,1023.75,1719.56,1131.46,1556.95
4.961,1627.33,1023.95,1719.91,1131.68,1557.26
4.962,1627.67,1024.16,1720.26,1131.91,1557.58
4.963,1628.01,1024.36,1720.6,1132.14,1557.89
4.964,1628.35,1024.57,1720.95,1132.37,1558.21
4.965,1628.68,1024.78,1721.3,1132.6,1558.52
4.966,1629.02,1024.98,1721.64,1132.83,1558.83
4.967,1629.36,1025.19,1721.99,1133.05,1559.15
4.968,1629.69,1025.4,1722.34,1133.28,1559.46
4.969,1630.03,1025.6,1722.68,1133.51,1559.78
4.97,1630.37,1025.81,1723.03,1133.74,1560.09
4.971,1630.7,1026.02,1723.38,1133.97,1560.41
4.972,1631.04,1026.22,1723.72,1134.19,1560.72
4.973,1631.38,1026.43,1724.07,1134.42,1561.03
4.974,1631.72,1026.63,1724.42,1134.65,1561.35
4.975,1632.05,1026.84,1724.76,1134.88,1561.66
4.976,1632.39,1027.05,1725.11,1135.11,1561.98
4.977,1632.73,1027.25,1725.46,1135.33,1562.29
4.978,1633.06,1027.46,1725.8,1135.56,1562.6
4.979,1633.4,1027.67,1726.15,1135.79,1562.92
4.98,1633.74,1027.87,1726.5,1136.02,1563.23
4.981,1634.08,1028.08,1726.84,1136.25,1563.55
4.982,1634.41,1028.29,1727.19,1136.47,1563.86
4.983,1634.75,1028.49,1727.54,1136.7,1564.18
4.984,1635.09,1028.7,1727.88,1136.93,1564.49
4.985,1635.42,1028.91,1728.23,1137.16,1564.8
4.986,1635.76,1029.11,1728.58,1137.39,1565.12
4.987,1636.1,1029.32,1728.92,1137.62,1565.43
4.988,1636.44,1029.52,1729.27,1137.84,1565.75
4.989,1636.77,1029.73,1729.62,1138.07,1566.06
4.99,1637.11,1029.94,1729.96,1138.3,1566.38
4.991,1637.45,1030.14,1730.31,1138.53,1566.69
4.992,1637.78,1030.35,1730.66,1138.76,1567.0
4.993,1638.12,1030.56,1731.0,1138.98,1567.32
4.994,1638.46,1030.76,1731.35,1139.21,1567.63
4.995,1638.8,1030.97,1731.7,1139.44,1567.95
4.996,1639.13,1031.18,1732.04,1139.67,1568.26
4.997,1639.47,1031.38,1732.39,1139.9,1568.58
4.998,1639.81,1031.59,1732.74,1140.12,1568.89
4.999,1640.14,1031.79,1733.08,1140.35,1569.2
5.0,1640.48,1032.0,1733.43,1140.58,1569.52
5.001,1640.82,1032.21,1733.78,1140.81,1569.83
5.002,1641.16,1032.41,1734.12,1141.04,1570.15
5.003,1641.49,1032.62,1734.47,1141.27,1570.46
5.004,1641.83,1032.83,1734.82,1141.49,1570.78
5.005,1642.17,1033.03,1735.16,1141.72,1571.09
5.006,1642.51,1033.24,1735.51,1141.95,1571.4
5.007,1642.84,1033.45,1735.86,1142.18,1571.72
5.008,1643.18,1033.65,1736.2,1142.41,1572.03
5.009,1643.52,1033.86,1736.55,1142.63,1572.35
5.01,1643.85,1034.07,1736.9,1142.86,1572.66
5.011,1644.19,1034.27,1737.24,1143.09,1572.97
5.012,1644.53,1034.48,1737.59,1143.32,1573.29
5.013,1644.87,1034.68,1737.94,1143.55,1573.6
5.014,1645.2,1034.89,1738.28,1143.77,1573.92
5.015,1645.54,1035.1,1738.63,1144.0,1574.23
5.016,1645.88,1035.3,1738.98,1144.23,1574.55
5.017,1646.22,1035.51,1739.32,1144.46,1574.86
5.018,1646.55,1035.72,1739.67,1144.69,1575.17
5.019,1646.89,1035.92,1740.02,1144.92,1575.49
5.02,1647.23,1036.13,1740.36,1145.14,1575.8
5.021,1647.57,1036.34,1740.71,1145.37,1576.12
5.022,1647.9,1036.54,1741.06,1145.6,1576.43
5.023,1648.24,1036.75,1741.4,1145.83,1576.75
5.024,1648.58,1036.95,1741.75,1146.06,1577.06
5.025,1648.91,1037.16,1742.1,1146.28,1577.37
5.026,1649.25,1037.37,1742.44,1146.51,1577.69
5.027,1649.59,1037.57,1742.79,1146.74,1578.0
5.028,1649.93,1037.78,1743.14,1146.97,1578.32
5.029,1650.26,1037.99,1743.48,1147.2,1578.63
5.03,1650.6,1038.19,1743.83,1147.42,1578.95
5.031,1650.94,1038.4,1744.18,1147.65,1579.26
5.032,1651.28,1038.61,1744.52,1147.88,1579.57
5.033,1651.61,1038.81,1744.87,1148.11,1579.89
5.034,1651.95,1039.02,1745.22,1148.34,1580.2
5.035,1652.29,1039.23,1745.56,1148.57,1580.52
5.036,1652.63,1039.43,1745.91,1148.79,1580.83
5.037,1652.96,1039.64,1746.26,1149.02,1581.14
5.038,1653.3,1039.84,1746.6,1149.25,1581.46
5.039,1653.64,1040.05,1746.95,1149.48,1581.77
5.04,1653.98,1040.26,1747.3,1149.71,1582.09
5.041,1654.31,1040.46,1747.64,1149.93,1582.4
5.042,1654.65,1040.67,1747.99,1150.16,1582.72
5.043,1654.99,1040.88,1748.34,1150.39,1583.03
5.044,1655.33,1041.08,1748.68,1150.62,1583.34
5.045,1655.66,1041.29,1749.03,1150.85,1583.66
5.046,1656.0,1041.5,1749.38,1151.07,1583.97
5.047,1656.34,1041.7,1749.72,1151.3,1584.29
5.048,1656.68,1041.91,1750.07,1151.53,1584.6
5.049,1657.01,1042.11,1750.42,1151.76,1584.92
5.05,1657.35,1042.32,1750.76,1151.99,1585.23
5.051,1657.69,1042.53,1751.11,1152.21,1585.54
5.052,1658.03,1042.73,1751.46,1152.44,1585.86
5.053,1658.36,1042.94,1751.8,1152.67,1586.17
5.054,1658.7,1043.15,1752.15,1152.9,1586.49
5.055,1659.04,1043.35,1752.5,1153.13,1586.8
5.056,1659.38,1043.56,1752.84,1153.36,1587.12
5.057,1659.71,1043.77,1753.19,1153.58,1587.43
5.058,1660.05,1043.97,1753.54,1153.81,1587.74
5.059,1660.39,1044.18,1753.88,1154.04,1588.06
5.06,1660.73,1044.39,1754.23,1154.27,1588.37
5.061,1661.07,1044.59,1754.58,1154.5,1588.69
5.062,1661.4,1044.8,1754.92,1154.72,1589.0
5.063,1661.74,1045.0,1755.27,1154.95,1589.32
5.064,1662.08,1045.21,1755.62,1155.18,1589.63
